778mkceE0UQ_40_46.avi,a car is going into a road
77iDIp40m9E_126_131.avi,a <unk> is walking on the street
e-j59PqJjSM_50_98.avi,a man is slicing pepperonis from a cleaver
Dgf0VHMEtNs_57_66.avi,a man is running a <unk>
f9Won2JpOEU_60_80.avi,a cat is playing with a ball
dfOuTx66bJU_34_39.avi,a man and a woman are walking together
04Gt01vatkk_248_265.avi,a woman is slicing a
rl1rVk_xIOs_1_16.avi,a baby and a soccer are playing with a football
v7iIZXtpIb8_5_15.avi,a man is playing a <unk>
DhwrBs96Kgk_120_124.avi,a monkey is running on a field
qLwgb3F0aPU_298_305.avi,a man is kicking a soccer
qeKX-N1nKiM_0_5.avi,a person is adding flour to a bowl of food
1Sp2__RCT0c_11_15.avi,a woman is bathing a cigarette
Fe4tO5vW9_E_64_70.avi,a woman is adding water into a bowl
mmSQTI6gMNQ_120_128.avi,two men are punching a dummy
HV12kTtdTT4_5_14.avi,a boy is playing with a chair
0lh_UWF9ZP4_27_31.avi,a woman is slicing a potato
Je3V7U5Ctj4_569_576.avi,a man is stirring a a bowl of a bowl of water
30GeJHYoerk_121_126.avi,two men are walking
04Gt01vatkk_308_321.avi,a man is opening a chocolate container
zulPFoY64wE_26_33.avi,a man is walking down a road
MrQd1zUVRUM_103_110.avi,a baby is holding a baby
xxHx6s_DbUo_216_222.avi,a man is a deer
71soiLO6I9U_15_24.avi,a baby is eating a piece of a stick
UXs3eq68ZjE_250_255.avi,a man pours milk into a pot of rice
jbzaMtPYtl8_48_58.avi,a man is boxing
8HB7ywgJuTg_131_142.avi,a person is cooking ingredients in a pan
Cjf21Y19aUQ_82_86.avi,a man is playing a song
qvg9eM4Hmzk_4_10.avi,a man is lifting a a end of a pickup
5HAf_INrFy0_3_25.avi,a cat is falling on a bed
YmXCfQm0_CA_277_284.avi,a person is cutting some meat
88DOMJ11q2M_84_87.avi,a woman is doing a woman
NUYu9c9XsgY_7_21.avi,a man is playing a food
N3A7944_UJw_63_70.avi,a man is a a <unk> of a <unk>
uJPupV4oLZ0_4_12.avi,a baby is playing with a finger
cnsjm3fNEec_4_10.avi,a man is crying
J_evFB7RIKA_104_120.avi,a man is slicing a garlic
g1Gldu1KS44_8_14.avi,a monkey is licking a monkey
s1ZABV7AQdA_38_48.avi,a group of people are dancing
tcxhOGyrCtI_15_21.avi,a dog is licking its <unk>
inzk2fTUe1w_1_15.avi,a girl is showing a a machine
j2Dhf-xFUxU_13_20.avi,a woman is peeling a potato
MTjrZthHwJQ_2_11.avi,a dog is swimming in water water
J---aiyznGQ_0_6.avi,a man is playing a <unk>
ZbtpcGi2DWY_161_170.avi,a polar bear is playing with a polar
RSx5G0_xH48_12_17.avi,a kitten is playing with a toy ball
ecm9gf2Pgkc_1_24.avi,a cat is playing with a man's hand
pW9DFPqoIsI_26_50.avi,a woman is removing dough
N2Cm0SLr0ZE_18_29.avi,a boy is playing a guitar
sJSmRik2c-c_1_7.avi,a train is moving down the tracks
zv2RIbUsnSw_335_341.avi,a man is <unk> a man
aM-RcQj0a7I_37_55.avi,a person is boiling water
TZ860P4iTaM_15_28.avi,a cat is playing with a piano key repeatedly
lo4KcsBN--A_0_10.avi,a person is opening a piece of a large
u4T76jsPin0_0_11.avi,a group of men are playing soccer
7HcYJKMxpcg_20_28.avi,a dog is pushing a <unk>
CGllPWAwmUo_1_15.avi,a man is playing a guitar
WTf5EgVY5uU_124_128.avi,a person is cooking something
